"","taxonomy"
"ASV_4369","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_4369"
"ASV_437","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_437"
"ASV_4370","Bacteria;WPS-2;NA;NA;NA;NA;ASV_4370"
"ASV_4371","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4371"
"ASV_4372","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;ASV_4372"
"ASV_4373","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ASV_4373"
"ASV_4374","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;ASV_4374"
"ASV_4375","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;ASV_4375"
"ASV_4376","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_4376"
"ASV_4377","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylorosula;ASV_4377"
"ASV_4378","Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;ASV_4378"
"ASV_4379","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_4379"
"ASV_438","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_438"
"ASV_4380","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;URHD0088;NA;ASV_4380"
"ASV_4381","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;ASV_4381"
"ASV_4382","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;ASV_4382"
"ASV_4383","Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;ASV_4383"
"ASV_4384","Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;ASV_4384"
"ASV_4385","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_4385"
"ASV_4386","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4386"
"ASV_4387","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_4387"
"ASV_4388","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4388"
"ASV_4389","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;ASV_4389"
"ASV_439","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9;ASV_439"
"ASV_4390","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_4390"
"ASV_4391","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4391"
"ASV_4392","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4392"
"ASV_4393","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4393"
"ASV_4394","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_4394"
"ASV_4395","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_4395"
"ASV_4396","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;ASV_4396"
"ASV_4397","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;ASV_4397"
"ASV_4398","Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;ASV_4398"
"ASV_4399","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;ASV_4399"
"ASV_44","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_44"
"ASV_440","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_440"
"ASV_4400","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_4400"
"ASV_4401","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_4401"
"ASV_4402","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;ASV_4402"
"ASV_4403","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_4403"
"ASV_4404","Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora;ASV_4404"
"ASV_4405","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_4405"
"ASV_4406","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_4406"
"ASV_4407","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;IS-44;ASV_4407"
"ASV_4408","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4408"
"ASV_4409","Bacteria;Proteobacteria;Gammaproteobacteria;WD260;NA;NA;ASV_4409"
"ASV_441","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;ASV_441"
"ASV_4410","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4410"
"ASV_4411","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_4411"
"ASV_4412","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_4412"
"ASV_4413","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;ASV_4413"
"ASV_4414","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_4414"
"ASV_4415","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4415"
"ASV_4416","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4416"
"ASV_4417","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_4417"
"ASV_4418","Bacteria;Dependentiae;Babeliae;Babeliales;Babeliaceae;NA;ASV_4418"
"ASV_4419","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4419"
"ASV_442","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_442"
"ASV_4420","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Schlesneria;ASV_4420"
"ASV_4421","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_4421"
"ASV_4422","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_4422"
"ASV_4423","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_4423"
"ASV_4424","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_4424"
"ASV_4425","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_4425"
"ASV_4426","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 13;NA;NA;ASV_4426"
"ASV_4427","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidicapsa;ASV_4427"
"ASV_4428","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_4428"
"ASV_4429","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;ASV_4429"
"ASV_443","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_443"
"ASV_4430","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_4430"
"ASV_4431","Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus;ASV_4431"
"ASV_4432","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_4432"
"ASV_4433","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_4433"
"ASV_4434","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;ASV_4434"
"ASV_4435","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_4435"
"ASV_4436","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4436"
"ASV_4437","Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;NA;NA;ASV_4437"
"ASV_4438","Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;ASV_4438"
"ASV_4439","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_4439"
"ASV_444","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;ASV_444"
"ASV_4440","Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;NA;ASV_4440"
"ASV_4441","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4441"
"ASV_4442","Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;ASV_4442"
"ASV_4443","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4443"
"ASV_4444","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4444"
"ASV_4445","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4445"
"ASV_4446","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4446"
"ASV_4447","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4447"
"ASV_4448","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_4448"
"ASV_4449","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;ASV_4449"
"ASV_445","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_445"
"ASV_4450","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;ASV_4450"
"ASV_4451","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;ASV_4451"
"ASV_4452","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4452"
"ASV_4453","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4453"
"ASV_4454","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_4454"
"ASV_4455","Bacteria;WPS-2;NA;NA;NA;NA;ASV_4455"
"ASV_4456","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4456"
"ASV_4457","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Schlesneria;ASV_4457"
"ASV_4458","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA;ASV_4458"
"ASV_4459","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4459"
"ASV_446","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_446"
"ASV_4460","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4460"
"ASV_4461","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_4461"
"ASV_4462","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_4462"
"ASV_4463","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_4463"
"ASV_4464","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12;ASV_4464"
"ASV_4465","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ASV_4465"
"ASV_4466","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4466"
"ASV_4467","Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;NA;ASV_4467"
"ASV_4468","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;ASV_4468"
"ASV_4469","Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;ASV_4469"
"ASV_447","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;NA;ASV_447"
"ASV_4470","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;NA;NA;ASV_4470"
"ASV_4471","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4471"
"ASV_4472","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;NA;ASV_4472"
"ASV_4473","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4473"
"ASV_4474","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4474"
"ASV_4475","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_4475"
"ASV_4476","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;ASV_4476"
"ASV_4477","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_4477"
"ASV_4478","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;ASV_4478"
"ASV_4479","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_4479"
"ASV_448","Bacteria;Actinobacteriota;Coriobacteriia;OPB41;NA;NA;ASV_448"
"ASV_4480","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4480"
"ASV_4481","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4481"
"ASV_4482","Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;ASV_4482"
"ASV_4483","Bacteria;Planctomycetota;OM190;NA;NA;NA;ASV_4483"
"ASV_4484","Bacteria;Proteobacteria;Gammaproteobacteria;WD260;NA;NA;ASV_4484"
"ASV_4485","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;ASV_4485"
"ASV_4486","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;ASV_4486"
"ASV_4487","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_4487"
"ASV_4488","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4488"
"ASV_4489","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_4489"
"ASV_449","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_449"
"ASV_4490","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_4490"
"ASV_4491","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_4491"
"ASV_4492","Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;ASV_4492"
"ASV_4493","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_4493"
"ASV_4494","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4494"
"ASV_4495","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_4495"
"ASV_4496","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_4496"
"ASV_4497","Bacteria;Patescibacteria;Microgenomatia;Candidatus Woykebacteria;NA;NA;ASV_4497"
"ASV_4498","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_4498"
"ASV_4499","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_4499"
"ASV_45","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_45"
"ASV_450","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_450"
"ASV_4500","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;ASV_4500"
"ASV_4501","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_4501"
"ASV_4502","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;NA;ASV_4502"
"ASV_4503","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Sporomusa;ASV_4503"
"ASV_4504","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_4504"
"ASV_4505","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;ASV_4505"
"ASV_4506","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_4506"
"ASV_4507","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_4507"
"ASV_4508","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4508"
"ASV_4509","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4509"
"ASV_451","Bacteria;Proteobacteria;Gammaproteobacteria;JG36-TzT-191;NA;NA;ASV_451"
"ASV_4510","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4510"
"ASV_4511","Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA;ASV_4511"
"ASV_4512","Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;ASV_4512"
"ASV_4513","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_4513"
"ASV_4514","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Puia;ASV_4514"
"ASV_4515","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_4515"
"ASV_4516","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9;NA;ASV_4516"
"ASV_4517","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4517"
"ASV_4518","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA;ASV_4518"
"ASV_4519","Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;ASV_4519"
"ASV_452","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_452"
"ASV_4520","Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;NA;NA;ASV_4520"
"ASV_4521","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_4521"
"ASV_4522","Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;ASV_4522"
"ASV_4523","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;ASV_4523"
"ASV_4524","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_4524"
"ASV_4525","Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;ASV_4525"
"ASV_4526","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_4526"
"ASV_4527","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_4527"
"ASV_4528","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_4528"
"ASV_4529","Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Incertae Sedis;ASV_4529"
"ASV_453","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_453"
"ASV_4530","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_4530"
"ASV_4531","Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;NA;ASV_4531"
"ASV_4532","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;ASV_4532"
"ASV_4533","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4533"
"ASV_4534","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_4534"
"ASV_4535","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_4535"
"ASV_4536","Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;ASV_4536"
"ASV_4537","Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Incertae Sedis;ASV_4537"
"ASV_4538","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_4538"
"ASV_4539","Bacteria;Proteobacteria;Gammaproteobacteria;JG36-TzT-191;NA;NA;ASV_4539"
"ASV_454","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;ASV_454"
"ASV_4540","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Puia;ASV_4540"
"ASV_4541","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter;ASV_4541"
"ASV_4542","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4542"
"ASV_4543","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_4543"
"ASV_4544","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_4544"
"ASV_4545","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_4545"
"ASV_4546","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4546"
"ASV_4547","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_4547"
"ASV_4548","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4548"
"ASV_4549","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_4549"
"ASV_455","Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;ASV_455"
"ASV_4550","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;ASV_4550"
"ASV_4551","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_4551"
"ASV_4552","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_4552"
"ASV_4553","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_4553"
"ASV_4554","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_4554"
"ASV_4555","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_4555"
"ASV_4556","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;ASV_4556"
"ASV_4557","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_4557"
"ASV_4558","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_4558"
"ASV_4559","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;NA;ASV_4559"
"ASV_456","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_456"
"ASV_4560","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;ASV_4560"
"ASV_4561","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_4561"
"ASV_4562","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;ASV_4562"
"ASV_4563","Bacteria;Chloroflexi;Ktedonobacteria;C0119;NA;NA;ASV_4563"
"ASV_4564","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella;ASV_4564"
"ASV_4565","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus Xiphinematobacter;ASV_4565"
"ASV_4566","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;NA;ASV_4566"
"ASV_4567","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;ASV_4567"
"ASV_4568","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_4568"
"ASV_4569","Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;ASV_4569"
"ASV_457","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_457"
"ASV_4570","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;ASV_4570"
"ASV_4571","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Schlesneria;ASV_4571"
"ASV_4572","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;ASV_4572"
"ASV_4573","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_4573"
"ASV_4574","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;ASV_4574"
"ASV_4575","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;NA;ASV_4575"
